store_name,store_code,store_category,store_address,store_phone,store_times_str,store_score_text,store_data_x,store_data_y,store_image_url,store_amenities_str,store_parking
혜원가,36419424,한식,도로명전북 전주시 완산구 풍남문3길 25 혜원가복사지번전북 전주시 완산구 전동 146-5복사우편번호우편번호55043복사안내 레이어 닫기,0507-1331-9998,영업 종료08:30에 영업 시작8시 30분에 영업 시작_영업 종료08:30에 영업 시작8시 30분에 영업 시작_영업 종료08:30에 영업 시작8시 30분에 영업 시작_영업 종료_08:30에 영업 시작8시 30분에 영업 시작_08:30에 영업 시작_8시 30분에 영업 시작_목08:30 - 21:00_목08:30 - 21:00_목08:30 - 21:00_목_08:30 - 21:00_금08:30 - 21:00_금08:30 - 21:00_금08:30 - 21:00_금_08:30 - 21:00_토08:00 - 21:00_토08:00 - 21:00_토08:00 - 21:00_토_08:00 - 21:00_일08:00 - 21:00_일08:00 - 21:00_일08:00 - 21:00_일_08:00 - 21:00_월08:30 - 21:00_월08:30 - 21:00_월08:30 - 21:00_월_08:30 - 21:00_화08:30 - 21:00_화08:30 - 21:00_화08:30 - 21:00_화_08:30 - 21:00_수08:30 - 21:00접기_수08:30 - 21:00접기_수08:30 - 21:00_수_08:30 - 21:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260314_131%2F1773451461669AAbnB_JPEG%2F1000001941.jpg,편의시설 정보 없음,주차가능
풍남문식당,1142492181,한식,도로명전북 전주시 완산구 풍남문3길 13 풍남문식당복사지번전북 전주시 완산구 전동 153-13복사우편번호우편번호55043복사안내 레이어 닫기,0507-1334-8708,영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료_10:30에 영업 시작10시 30분에 영업 시작_10:30에 영업 시작_10시 30분에 영업 시작_목10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_목10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_목10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_목_10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_금10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_금10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_금10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_금_10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_토10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_토10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_토10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_토_10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_일10:30 - 14:0013:30 라스트오더_일10:30 - 14:0013:30 라스트오더_일10:30 - 14:0013:30 라스트오더_일_10:30 - 14:0013:30 라스트오더_월10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_월10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_월10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_월_10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_화10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_화10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_화10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_화_10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_수10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_수10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_수10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_수_10:30 - 20:3014:00 - 16:00 브레이크타임20:00 라스트오더_- 정상 영업중입니다. 감사합니다.접기_- 정상 영업중입니다. 감사합니다.접기_- 정상 영업중입니다. 감사합니다._- 정상 영업중입니다. 감사합니다._접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250925_224%2F1758782883480PfRrf_JPEG%2FKakaoTalk_20250925_131651205_04.jpg,무한 리필_단체 이용 가능_포장_배달_예약_유아의자_남/녀 화장실 구분_무선 인터넷_대기공간,주차가능무료
슬록소금빵,2071368897,베이커리,도로명전북 전주시 완산구 기린대로 85 1층 상가5호복사지번전북 전주시 완산구 풍남동3가 26-5복사우편번호우편번호55041복사안내 레이어 닫기,0507-1300-6453,영업 종료11:30에 영업 시작11시 30분에 영업 시작_영업 종료11:30에 영업 시작11시 30분에 영업 시작_영업 종료11:30에 영업 시작11시 30분에 영업 시작_영업 종료_11:30에 영업 시작11시 30분에 영업 시작_11:30에 영업 시작_11시 30분에 영업 시작_목11:30 - 16:00_목11:30 - 16:00_목11:30 - 16:00_목_11:30 - 16:00_금11:30 - 16:00_금11:30 - 16:00_금11:30 - 16:00_금_11:30 - 16:00_토11:30 - 17:00_토11:30 - 17:00_토11:30 - 17:00_토_11:30 - 17:00_일11:30 - 17:00_일11:30 - 17:00_일11:30 - 17:00_일_11:30 - 17:00_월11:30 - 16:00_월11:30 - 16:00_월11:30 - 16:00_월_11:30 - 16:00_화11:30 - 16:00_화11:30 - 16:00_화11:30 - 16:00_화_11:30 - 16:00_수11:30 - 16:00접기_수11:30 - 16:00접기_수11:30 - 16:00_수_11:30 - 16:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260214_166%2F1771041172278IlDkY_JPEG%2F23236.jpg,포장,주차 불가
풍전콩나물국밥,16786221,국밥,도로명전북 전주시 완산구 동문길 73 풍전콩나물국밥복사지번전북 전주시 완산구 경원동2가 26-3복사우편번호우편번호55039복사안내 레이어 닫기,063-231-0730,24시간 영업연중무휴연중무휴_24시간 영업연중무휴연중무휴_24시간 영업연중무휴연중무휴_24시간 영업_연중무휴연중무휴_연중무휴_연중무휴_매일00:00 - 24:00접기_매일00:00 - 24:00접기_매일00:00 - 24:00_매일_00:00 - 24:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160705_242%2F14677017633108EnE3_JPEG%2F_55.jpg,단체 이용 가능,주차 불가
교동십원빵 전주한옥마을본점,1592625096,"카페,디저트",도로명전북 전주시 완산구 은행로 58복사지번전북 전주시 완산구 풍남동3가 64-2복사우편번호우편번호55042복사안내 레이어 닫기,063-231-0520,영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료_10:00에 영업 시작10시 0분에 영업 시작_10:00에 영업 시작_10시 0분에 영업 시작_매일10:00 - 22:00접기_매일10:00 - 22:00접기_매일10:00 - 22:00_매일_10:00 - 22:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230104_122%2F1672800650685iMHFv_JPEG%2FAD35DA88-C7FE-4E45-9ABC-FF2FEE24E448.JPG,단체 이용 가능_포장_남/녀 화장실 구분_배달,주차 불가
설빙 전주한옥마을점,34590252,빙수,도로명전북 전주시 완산구 은행로 33복사지번전북 전주시 완산구 풍남동3가 36-15복사우편번호우편번호55041복사안내 레이어 닫기,070-4035-6089,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_매일11:00 - 20:3020:00 라스트오더_매일11:00 - 20:3020:00 라스트오더_매일11:00 - 20:3020:00 라스트오더_매일_11:00 - 20:3020:00 라스트오더_- 전화 주시면 확실한 영업 여부를 아실 수 있습니다.접기_- 전화 주시면 확실한 영업 여부를 아실 수 있습니다.접기_- 전화 주시면 확실한 영업 여부를 아실 수 있습니다._- 전화 주시면 확실한 영업 여부를 아실 수 있습니다._접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190811_190%2F1565480669191YuXX1_JPEG%2FL_pYsUgYIRPPUBSa06RkjGd3.jpg,단체 이용 가능_무선 인터넷_포장_남/녀 화장실 구분,주차 불가
야간비행,38548335,라이브카페,도로명전북 전주시 완산구 경기전길 42 2층복사지번전북 전주시 완산구 경원동2가 61-1복사우편번호우편번호55039복사안내 레이어 닫기,0507-1405-3604,영업 종료18:30에 영업 시작18시 30분에 영업 시작_영업 종료18:30에 영업 시작18시 30분에 영업 시작_영업 종료18:30에 영업 시작18시 30분에 영업 시작_영업 종료_18:30에 영업 시작18시 30분에 영업 시작_18:30에 영업 시작_18시 30분에 영업 시작_매일18:30 - 다음 날 02:00접기_매일18:30 - 다음 날 02:00접기_매일18:30 - 다음 날 02:00_매일_18:30 - 다음 날 02:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230601_278%2F1685610860920BzBTa_JPEG%2FIMG_2323.jpeg,예약_단체 이용 가능_무선 인터넷_남/녀 화장실 구분,주차 불가
오래옥 전주한옥마을점,1848426481,국밥,도로명전북 전주시 완산구 태조로 54 2층복사지번전북 전주시 완산구 전동 73복사우편번호우편번호55042복사안내 레이어 닫기,063-252-2118,영업 전07:00에 영업 시작7시 0분에 영업 시작_영업 전07:00에 영업 시작7시 0분에 영업 시작_영업 전07:00에 영업 시작7시 0분에 영업 시작_영업 전_07:00에 영업 시작7시 0분에 영업 시작_07:00에 영업 시작_7시 0분에 영업 시작_목07:00 - 19:3019:00 라스트오더_목07:00 - 19:3019:00 라스트오더_목07:00 - 19:3019:00 라스트오더_목_07:00 - 19:3019:00 라스트오더_금07:00 - 19:3019:00 라스트오더_금07:00 - 19:3019:00 라스트오더_금07:00 - 19:3019:00 라스트오더_금_07:00 - 19:3019:00 라스트오더_토07:00 - 19:3019:00 라스트오더_토07:00 - 19:3019:00 라스트오더_토07:00 - 19:3019:00 라스트오더_토_07:00 - 19:3019:00 라스트오더_일07:00 - 19:3019:00 라스트오더_일07:00 - 19:3019:00 라스트오더_일07:00 - 19:3019:00 라스트오더_일_07:00 - 19:3019:00 라스트오더_월07:00 - 19:3019:00 라스트오더_월07:00 - 19:3019:00 라스트오더_월07:00 - 19:3019:00 라스트오더_월_07:00 - 19:3019:00 라스트오더_화정기휴무 (매주 화요일)_화정기휴무 (매주 화요일)_화정기휴무 (매주 화요일)_화_정기휴무 (매주 화요일)_정기휴무 (매주 화요일)_수07:00 - 19:3019:00 라스트오더접기_수07:00 - 19:3019:00 라스트오더접기_수07:00 - 19:3019:00 라스트오더_수_07:00 - 19:3019:00 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250609_15%2F1749475711475g59Ap_JPEG%2F1000000053.jpg,단체 이용 가능_포장_예약_무선 인터넷_남/녀 화장실 구분,주차 불가
삼양다방,34648661,다방,도로명전북 전주시 완산구 동문길 94 1층복사지번전북 전주시 완산구 경원동2가 7-9복사우편번호우편번호55039복사안내 레이어 닫기,063-231-2238,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_목09:00 - 23:0022:30 라스트오더_목09:00 - 23:0022:30 라스트오더_목09:00 - 23:0022:30 라스트오더_목_09:00 - 23:0022:30 라스트오더_금09:00 - 23:0022:30 라스트오더_금09:00 - 23:0022:30 라스트오더_금09:00 - 23:0022:30 라스트오더_금_09:00 - 23:0022:30 라스트오더_토09:00 - 23:0022:30 라스트오더_토09:00 - 23:0022:30 라스트오더_토09:00 - 23:0022:30 라스트오더_토_09:00 - 23:0022:30 라스트오더_일09:00 - 18:0017:30 라스트오더_일09:00 - 18:0017:30 라스트오더_일09:00 - 18:0017:30 라스트오더_일_09:00 - 18:0017:30 라스트오더_월09:00 - 23:0022:30 라스트오더_월09:00 - 23:0022:30 라스트오더_월09:00 - 23:0022:30 라스트오더_월_09:00 - 23:0022:30 라스트오더_화09:00 - 23:0022:30 라스트오더_화09:00 - 23:0022:30 라스트오더_화09:00 - 23:0022:30 라스트오더_화_09:00 - 23:0022:30 라스트오더_수09:00 - 23:0022:30 라스트오더접기_수09:00 - 23:0022:30 라스트오더접기_수09:00 - 23:0022:30 라스트오더_수_09:00 - 23:0022:30 라스트오더_접기_접기,별점4.36,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151209_54%2F1449632500333TYtYa_JPEG%2F167159527157352_17.jpg,단체 이용 가능_포장_배달_무선 인터넷_예약_\반려동물 동반_남/녀 화장실 구분_장애인 주차구역,주차 불가
전주한옥화과자,884907008,베이커리,도로명전북 전주시 완산구 경기전길 32복사지번전북 전주시 완산구 경원동2가 28-2복사우편번호우편번호55039복사안내 레이어 닫기,0507-1423-6770,영업 종료09:20에 영업 시작9시 20분에 영업 시작_영업 종료09:20에 영업 시작9시 20분에 영업 시작_영업 종료09:20에 영업 시작9시 20분에 영업 시작_영업 종료_09:20에 영업 시작9시 20분에 영업 시작_09:20에 영업 시작_9시 20분에 영업 시작_목09:20 - 19:00_목09:20 - 19:00_목09:20 - 19:00_목_09:20 - 19:00_금09:20 - 19:00_금09:20 - 19:00_금09:20 - 19:00_금_09:20 - 19:00_토10:00 - 19:00_토10:00 - 19:00_토10:00 - 19:00_토_10:00 - 19:00_일10:00 - 19:00_일10:00 - 19:00_일10:00 - 19:00_일_10:00 - 19:00_월09:20 - 19:00_월09:20 - 19:00_월09:20 - 19:00_월_09:20 - 19:00_화09:20 - 19:00_화09:20 - 19:00_화09:20 - 19:00_화_09:20 - 19:00_수09:20 - 19:00_수09:20 - 19:00_수09:20 - 19:00_수_09:20 - 19:00_- 5월 29일 딸 심장초음파 검사로 서울다녀오겠습니다접기_- 5월 29일 딸 심장초음파 검사로 서울다녀오겠습니다접기_- 5월 29일 딸 심장초음파 검사로 서울다녀오겠습니다_- 5월 29일 딸 심장초음파 검사로 서울다녀오겠습니다_접기_접기,별점4.45,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260221_212%2F1771624403195tW5zx_JPEG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2026-02-21_%25BF%25C0%25C0%25FC_6.50.59.jpg,포장,주차가능무료
수제전주초코파이 한옥마을본점,336873480,베이커리,도로명전북 전주시 완산구 태조로 35복사지번전북 전주시 완산구 교동 271-5복사우편번호우편번호55044복사안내 레이어 닫기,063-288-2899,영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료_10:00에 영업 시작10시 0분에 영업 시작_10:00에 영업 시작_10시 0분에 영업 시작_목10:00 - 19:00_목10:00 - 19:00_목10:00 - 19:00_목_10:00 - 19:00_금09:00 - 20:00_금09:00 - 20:00_금09:00 - 20:00_금_09:00 - 20:00_토09:00 - 21:00_토09:00 - 21:00_토09:00 - 21:00_토_09:00 - 21:00_일09:00 - 19:00_일09:00 - 19:00_일09:00 - 19:00_일_09:00 - 19:00_월10:00 - 19:00_월10:00 - 19:00_월10:00 - 19:00_월_10:00 - 19:00_화10:00 - 19:00_화10:00 - 19:00_화10:00 - 19:00_화_10:00 - 19:00_수10:00 - 19:00접기_수10:00 - 19:00접기_수10:00 - 19:00_수_10:00 - 19:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170410_265%2F1491817676757b3lrl_PNG%2F186353556471684_0.png,예약_단체 이용 가능_포장_무선 인터넷_남/녀 화장실 구분,주차 불가
염전의봄 전주한옥마을직영점,1538381804,"카페,디저트",도로명전북 전주시 완산구 태조로 23 1층복사지번전북 전주시 완산구 교동 70-3복사우편번호우편번호55044복사안내 레이어 닫기,063-282-8842,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_매일09:00 - 21:00접기_매일09:00 - 21:00접기_매일09:00 - 21:00_매일_09:00 - 21:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250609_226%2F1749458571262Ou8RC_JPEG%2FKakaoTalk_20250605_153449637_07.jpg,포장,주차 불가
라온카페,1392302640,"카페,디저트",도로명전북 전주시 완산구 한지길 99-6 라온카페복사지번전북 전주시 완산구 풍남동3가 16-6복사우편번호우편번호55041복사안내 레이어 닫기,0507-1437-6023,영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료_10:00에 영업 시작10시 0분에 영업 시작_10:00에 영업 시작_10시 0분에 영업 시작_매일10:00 - 19:00접기_매일10:00 - 19:00접기_매일10:00 - 19:00_매일_10:00 - 19:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240105_116%2F1704445275626Sm1CM_JPEG%2FE6049009-BD32-4E1C-90D8-562BE767FF04.jpeg,편의시설 정보 없음,주차 불가
경아분식 한옥마을점,37035723,종합분식,도로명전북 전주시 완산구 경기전길 39복사지번전북 전주시 완산구 풍남동1가 65-3복사우편번호우편번호55039복사안내 레이어 닫기,063-903-2992,영업 전08:00에 영업 시작8시 0분에 영업 시작_영업 전08:00에 영업 시작8시 0분에 영업 시작_영업 전08:00에 영업 시작8시 0분에 영업 시작_영업 전_08:00에 영업 시작8시 0분에 영업 시작_08:00에 영업 시작_8시 0분에 영업 시작_매일08:00 - 17:00_매일08:00 - 17:00_매일08:00 - 17:00_매일_08:00 - 17:00_- 식사시간 11시부터접기_- 식사시간 11시부터접기_- 식사시간 11시부터_- 식사시간 11시부터_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_271%2F1588826431614C3IFn_JPEG%2Fg8yxsVMmE3pYWg8w97Va2ypm.jpg,포장,주차 불가
한우정,1634968330,정육식당,도로명전북 전주시 완산구 은행로 12 1층복사지번전북 전주시 완산구 풍남동1가 34-1복사우편번호우편번호55039복사안내 레이어 닫기,0507-1391-8820,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_매일09:00 - 22:00접기_매일09:00 - 22:00접기_매일09:00 - 22:00_매일_09:00 - 22:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250924_179%2F17587046132486Nl9h_GIF%2FKakaoTalk_20250924_175142318.gif,편의시설 정보 없음,주차 불가
1723,21799555,카페,도로명전북 전주시 완산구 오목대길 83복사지번전북 전주시 완산구 교동 98-2복사우편번호우편번호55044복사안내 레이어 닫기,063-288-1723,영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료10:30에 영업 시작10시 30분에 영업 시작_영업 종료_10:30에 영업 시작10시 30분에 영업 시작_10:30에 영업 시작_10시 30분에 영업 시작_매일10:30 - 21:00접기_매일10:30 - 21:00접기_매일10:30 - 21:00_매일_10:30 - 21:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_267%2F1441102199935s1LYS_JPEG%2F136574585158623_0.jpeg,예약_단체 이용 가능_무선 인터넷_남/녀 화장실 구분,주차 불가
PNB 풍년제과 한옥마을3호점,1784188190,베이커리,도로명전북 전주시 완산구 어진길 42복사지번전북 전주시 완산구 풍남동2가 39-2복사우편번호우편번호55040복사안내 레이어 닫기,063-283-5858,영업 종료08:30에 영업 시작8시 30분에 영업 시작_영업 종료08:30에 영업 시작8시 30분에 영업 시작_영업 종료08:30에 영업 시작8시 30분에 영업 시작_영업 종료_08:30에 영업 시작8시 30분에 영업 시작_08:30에 영업 시작_8시 30분에 영업 시작_매일08:30 - 21:30접기_매일08:30 - 21:30접기_매일08:30 - 21:30_매일_08:30 - 21:30_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211201_200%2F1638343802754r11Xt_PNG%2FPNB_hanok3ho_1_%25281%2529.png,포장,주차 불가
동문원 콩나물국밥,13016746,비빔밥,도로명전북 전주시 완산구 동문길 91복사지번전북 전주시 완산구 경원동2가 37-1복사우편번호우편번호55039복사안내 레이어 닫기,063-284-3339,"영업 전06:00에 영업 시작6시 0분에 영업 시작_영업 전06:00에 영업 시작6시 0분에 영업 시작_영업 전06:00에 영업 시작6시 0분에 영업 시작_영업 전_06:00에 영업 시작6시 0분에 영업 시작_06:00에 영업 시작_6시 0분에 영업 시작_목06:00 - 13:30_목06:00 - 13:30_목06:00 - 13:30_목_06:00 - 13:30_금(6/12)정기휴무 (매달 2, 4번째 금요일)_금(6/12)정기휴무 (매달 2, 4번째 금요일)_금(6/12)정기휴무 (매달 2, 4번째 금요일)_금(6/12)_정기휴무 (매달 2, 4번째 금요일)_정기휴무 (매달 2, 4번째 금요일)_토06:00 - 13:30_토06:00 - 13:30_토06:00 - 13:30_토_06:00 - 13:30_일06:00 - 13:30_일06:00 - 13:30_일06:00 - 13:30_일_06:00 - 13:30_월06:00 - 13:30_월06:00 - 13:30_월06:00 - 13:30_월_06:00 - 13:30_화06:00 - 13:30_화06:00 - 13:30_화06:00 - 13:30_화_06:00 - 13:30_수06:00 - 13:30_수06:00 - 13:30_수06:00 - 13:30_수_06:00 - 13:30_매달 2, 4번째 금요일 정기 휴무접기_매달 2, 4번째 금요일 정기 휴무접기_매달 2, 4번째 금요일 정기 휴무_접기_접기",별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_96%2F1441050377029IrXxj_JPEG%2F97161536243576_0.jpg,예약_단체 이용 가능_포장_무선 인터넷_남/녀 화장실 구분,주차가능
천년누리 전주한옥마을점,1188152899,베이커리,도로명전북 전주시 완산구 은행로 45 천년누리 전주한옥마을점복사지번전북 전주시 완산구 풍남동3가 49-1복사우편번호우편번호55041복사안내 레이어 닫기,063-282-4883,영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료10:00에 영업 시작10시 0분에 영업 시작_영업 종료_10:00에 영업 시작10시 0분에 영업 시작_10:00에 영업 시작_10시 0분에 영업 시작_목10:00 - 19:00_목10:00 - 19:00_목10:00 - 19:00_목_10:00 - 19:00_금10:00 - 19:00_금10:00 - 19:00_금10:00 - 19:00_금_10:00 - 19:00_토10:00 - 19:00_토10:00 - 19:00_토10:00 - 19:00_토_10:00 - 19:00_일10:00 - 19:00_일10:00 - 19:00_일10:00 - 19:00_일_10:00 - 19:00_월10:00 - 19:00_월10:00 - 19:00_월10:00 - 19:00_월_10:00 - 19:00_화정기휴무 (매주 화요일)_화정기휴무 (매주 화요일)_화정기휴무 (매주 화요일)_화_정기휴무 (매주 화요일)_정기휴무 (매주 화요일)_수10:00 - 19:00접기_수10:00 - 19:00접기_수10:00 - 19:00_수_10:00 - 19:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220314_22%2F1647215253475c4VF6_PNG%2F%25C3%25B5%25B3%25E2%25B4%25A9%25B8%25AE%25C0%25FC%25C1%25D6%25BB%25A7.png,배달_포장_단체 이용 가능_예약_무선 인터넷_\반려동물 동반_남/녀 화장실 구분,주차가능
성미당,11707231,비빔밥,도로명전북 전주시 완산구 전라감영5길 19-9복사지번전북 전주시 완산구 중앙동3가 31-2복사우편번호우편번호55038복사안내 레이어 닫기,0507-1439-8800,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_목11:00 - 20:0016:00 - 17:30 브레이크타임_목11:00 - 20:0016:00 - 17:30 브레이크타임_목11:00 - 20:0016:00 - 17:30 브레이크타임_목_11:00 - 20:0016:00 - 17:30 브레이크타임_금11:00 - 20:0016:00 - 17:30 브레이크타임_금11:00 - 20:0016:00 - 17:30 브레이크타임_금11:00 - 20:0016:00 - 17:30 브레이크타임_금_11:00 - 20:0016:00 - 17:30 브레이크타임_토11:00 - 20:00_토11:00 - 20:00_토11:00 - 20:00_토_11:00 - 20:00_일11:00 - 20:00_일11:00 - 20:00_일11:00 - 20:00_일_11:00 - 20:00_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월_정기휴무 (매주 월요일)_정기휴무 (매주 월요일)_화11:00 - 20:0016:00 - 17:30 브레이크타임_화11:00 - 20:0016:00 - 17:30 브레이크타임_화11:00 - 20:0016:00 - 17:30 브레이크타임_화_11:00 - 20:0016:00 - 17:30 브레이크타임_수11:00 - 20:0016:00 - 17:30 브레이크타임_수11:00 - 20:0016:00 - 17:30 브레이크타임_수11:00 - 20:0016:00 - 17:30 브레이크타임_수_11:00 - 20:0016:00 - 17:30 브레이크타임_- 주말엔 브레이크타임 없음접기_- 주말엔 브레이크타임 없음접기_- 주말엔 브레이크타임 없음_- 주말엔 브레이크타임 없음_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211116_43%2F1637037360456KQlqj_JPEG%2FE3DC7A33-603F-43FB-A03B-A7B7D87A97A8.jpeg,예약_단체 이용 가능_포장_무선 인터넷_남/녀 화장실 구분_배달_출입구 휠체어 이용가능_좌석 휠체어 이용가능,주차가능무료
